latitude,longitude,date,temp,RH,wind,rain,FFMC,DMC,DC,ISI,fire
52.8752,35.6496,2021-08-17,6.82,97,4.52,0.0,85.33,12.63,46.1,6.047135614670983,1
46.3993,34.1618,2022-07-22,12.93,78,3.32,0.0,87.42,36.995000000000005,152.65,5.309560689925298,1
37.8141,23.9465,2023-07-17,16.67,67,11.23,0.0,88.63,51.405,215.35000000000002,9.90032320387123,1
36.7985,40.0536,2020-08-07,16.19,37,1.18,0.0,91.93,74.685,332.95,3.3287180351867858,1
36.2409,42.1269,2024-07-04,17.0,43,0.69,0.0,91.27,71.1,313.0,2.527151866561775,1
41.4417,15.8993,2023-07-21,12.36,82,5.14,0.0,86.98,32.94,133.8,6.5732433104045205,1
36.5641,4.7703,2023-07-24,3.49,85,1.83,1.05,86.65,1.4849999999999994,24.950000000000003,3.9072649108210387,1
36.5884,3.6715,2023-07-24,9.67,61,6.99,0.25,89.29,41.955,191.85,7.869011067260402,1
52.5473,39.5789,2020-06-10,3.67,90,3.43,0.0,86.1,13.504999999999999,58.35,5.3153143839287615,1
48.7117,35.4597,2022-07-07,10.67,89,3.42,0.0,86.21,24.805,97.35,5.314341311959554,1
36.3919,2.0498,2020-08-08,8.42,49,4.36,0.0,90.61,53.43000000000001,246.1,6.3066411518159,1
47.1531,36.7891,2024-09-01,9.87,83,2.93,0.0,86.87,28.405,117.35,4.9565829310344665,1
52.3394,44.0304,2023-09-02,0.58,72,3.6,0.0,88.08,23.270000000000003,114.9,5.570668326152616,1
39.9898,18.3327,2023-07-18,15.97,59,2.06,0.0,89.51,56.75500000000001,243.85000000000002,4.282367284834666,1
50.6916,30.2204,2022-08-21,6.49,70,3.28,0.0,88.3,33.735,152.45,5.330603384650225,1
48.5503,44.2724,2020-09-08,5.21,57,3.56,0.0,89.73,42.214999999999996,198.05,5.64340751319626,1
37.891,15.0208,2021-08-06,11.33,65,0.53,0.0,88.85,44.995000000000005,196.65,2.1561258788752466,1
51.5712,42.986,2020-08-18,1.76,73,3.48,0.0,87.97,24.240000000000002,116.8,5.4701969020014864,1
52.4857,4.6118,2023-09-06,7.88,81,11.4,0.0,87.09,27.020000000000003,115.4,9.801656115167479,1
38.5899,25.5813,2020-06-06,17.9,71,11.83,0.0,88.19,50.05,205.5,10.11091501865407,1
47.2322,36.5809,2022-08-23,9.83,85,3.37,0.0,86.65,26.745,109.15,5.302275174656422,1
48.4291,22.3684,2020-08-15,5.01,78,5.58,0.0,87.42,25.115000000000002,113.05,6.883457683461126,1
46.205,40.7445,2023-08-02,11.18,75,4.48,0.0,87.75,36.769999999999996,155.9,6.191058067891142,1
38.1666,22.1901,2023-07-23,11.88,84,2.57,0.0,86.76,30.62,123.4,4.6362286915121,1
48.6094,6.1126,2022-07-15,4.8,85,4.12,0.0,86.65,19.2,84.0,5.862676360768273,1
40.7101,-8.2914,2020-09-07,11.54,54,1.68,0.0,90.06,54.11,241.7,3.8910367153240792,1
42.4304,-4.9583,2022-07-16,8.97,66,1.2,0.0,88.74,40.655,180.85,3.2403266502005623,1
52.2632,33.9318,2024-09-07,7.83,98,3.55,0.0,85.22,13.345,47.15,5.352226101767791,1
37.2046,39.7132,2024-06-17,14.57,41,2.38,0.0,91.49,69.055,308.85,4.704796587644476,1
42.3652,-6.9236,2022-07-18,7.19,85,1.17,0.0,86.65,22.785,95.95,3.1242101801895465,1
48.4509,29.7067,2021-08-01,9.69,92,0.51,0.0,85.88,20.935000000000002,80.44999999999999,2.044352911477533,1
35.3852,44.2226,2021-07-02,20.02,30,3.75,0.0,92.7,86.03,380.1,5.98375926989046,1
35.984,43.7714,2020-07-07,18.16,33,3.33,0.0,92.37,80.84,358.8,5.618647749236466,1
42.2235,26.003,2024-06-24,14.68,81,6.43,0.0,87.09,37.22,149.4,7.361266186601323,1
47.137,39.8133,2020-09-03,12.07,68,2.88,0.0,88.52,43.705,188.35,5.007447381650654,1
46.9757,32.6899,2024-07-18,13.6,71,3.49,0.0,88.19,43.6,184.0,5.491750539470797,1
43.9018,26.7693,2024-07-01,13.16,82,7.89,0.0,86.98,34.14,137.8,8.143979095421763,1
48.355,37.4452,2024-08-03,9.21,82,3.29,0.0,86.98,28.215000000000003,118.05000000000001,5.258914348883131,1
49.2532,37.0923,2024-06-03,9.61,84,2.41,0.0,86.76,27.215,112.05,4.489591322158399,1
37.0854,41.9259,2020-08-15,15.95,38,1.16,0.0,91.82,73.525,327.75,3.296438883940601,1
40.5076,-4.8659,2021-08-15,7.31,52,2.63,0.0,90.28,49.36500000000001,228.55,4.880318545158935,1
41.4394,15.3038,2022-08-06,12.17,71,5.14,0.0,88.19,41.455,176.85,6.664685301731141,1
51.5018,36.361,2020-09-03,7.9,94,5.37,0.0,85.66,16.650000000000002,63.5,6.616738301207526,1
42.6452,-7.958,2024-07-21,10.88,69,0.66,0.0,88.41,41.120000000000005,178.4,2.3941541178462176,1
37.2576,43.8743,2021-07-20,5.92,52,0.9,0.0,90.28,47.28,221.6,2.8549042716000126,1
37.3382,35.8904,2024-08-18,20.74,36,1.22,0.0,92.04,82.31,359.7,3.3887167600730517,1
36.6431,4.3033,2021-08-10,6.11,78,5.68,0.77,87.42,15.215,80.05,6.944863517737407,1
47.2517,30.304,2021-08-24,12.29,82,2.39,0.0,86.98,32.835,133.45,4.482260560129106,1
37.1397,42.4906,2024-07-15,16.7,37,1.25,0.0,91.93,75.45,335.5,3.426028819525928,1
51.4863,6.7264,2023-08-24,4.54,99,1.34,0.0,85.11,7.61,26.7,3.2840649293215876,1
38.3038,34.0047,2024-06-01,14.93,41,1.88,0.0,91.49,69.595,310.65,4.1814922626046105,1
39.0535,16.1398,2020-09-08,14.92,59,2.06,0.0,89.51,55.18000000000001,238.6,4.282367284834666,1
37.3038,35.7515,2021-08-20,20.76,35,0.7,0.0,92.15,83.14,363.8,2.569940714837169,1
36.9678,36.7799,2020-06-09,17.29,44,2.09,0.0,91.16,70.735,310.45,4.3929494399801845,1
47.521,39.9494,2023-08-22,8.86,100,4.0,0.0,85.0,13.29,44.3,5.666666666666667,1
41.9422,20.2057,2024-09-01,3.95,92,4.51,0.0,85.88,12.325000000000001,51.75,6.079376662491349,1
37.0058,28.7623,2021-08-01,14.69,67,2.61,0.0,88.63,48.435,205.45,4.7728715685633105,1
53.861,39.5036,2021-08-05,4.18,86,5.55,0.0,86.54,17.47,76.9,6.795824075611924,1
47.9895,17.605,2022-06-03,4.48,75,6.55,0.0,87.75,26.72,122.4,7.48594307686079,1
38.9191,-2.0203,2021-08-07,10.0,43,4.63,0.0,91.27,60.6,278.0,6.546320911355052,1
52.1637,10.4123,2023-07-09,5.13,68,6.26,0.56,88.52,24.895000000000003,125.65,7.382565641353207,1
37.5946,14.0737,2024-06-21,9.86,88,1.81,0.0,86.32,24.39,97.3,3.8710560924780086,1
38.7099,35.3776,2023-06-17,12.98,44,3.6,0.0,91.16,64.27000000000001,288.9,5.765464630018989,1
42.059,26.8647,2024-07-17,15.05,86,7.29,0.0,86.54,33.775000000000006,131.25,7.7886000000000015,1
35.3859,44.2173,2022-06-23,20.02,30,3.75,0.0,92.7,86.03,380.1,5.98375926989046,1
39.7285,-7.7666,2023-08-05,15.0,53,0.51,0.0,90.17,60.1,263.0,2.146475338005696,1
35.7776,-5.723,2020-09-09,17.51,55,5.66,0.0,89.95,62.265,267.55,7.133261226271068,1
40.9427,25.8297,2023-08-22,16.18,82,6.17,0.0,86.98,38.67,152.9,7.201794596410598,1
42.2864,22.4864,2021-08-02,4.85,91,2.89,1.37,85.99,0.0,0.0,4.872766666666666,1
38.9146,-2.0183,2023-07-24,10.0,43,4.63,0.0,91.27,60.6,278.0,6.546320911355052,1
36.538,4.2029,2021-08-09,7.78,84,4.61,0.67,86.76,14.419999999999998,69.4,6.209387332096462,1
42.5123,-7.163,2022-07-15,7.12,83,1.13,0.0,86.87,24.28,103.6,3.078135889174196,1
53.0965,38.4211,2020-09-02,5.14,88,5.12,0.0,86.32,17.310000000000002,73.7,6.510662117549096,1
41.9311,20.229,2024-09-03,-0.1,92,4.38,0.0,85.88,6.25,31.5,5.991117487302904,1
36.5878,43.9802,2020-06-01,17.85,29,1.28,0.0,92.81,83.575,373.25,3.500084285969252,1
35.5298,44.3496,2022-07-18,19.21,35,3.69,0.0,92.15,80.815,356.05,5.90047898479437,1
63.9088,-22.2524,2023-07-18,0.02,75,11.83,0.0,87.75,20.03,100.1,10.060469360323104,1
36.4019,1.7834,2020-08-05,9.04,49,5.01,0.0,90.61,54.36,249.2,6.760420945227203,1
48.7325,38.1173,2022-07-06,9.7,80,3.05,0.0,87.2,30.549999999999997,128.5,5.07627509980388,1
45.632,41.2366,2022-08-01,11.17,71,5.25,0.0,88.19,39.955,171.85,6.735622508969259,1
36.97,28.8559,2021-08-05,14.13,67,2.41,0.0,88.63,47.595,202.65,4.586358677765086,1
45.5793,29.4161,2023-07-24,13.74,74,2.82,0.0,87.86,41.41,172.7,4.918067650341273,1
39.3573,9.1415,2022-07-20,13.27,53,7.2,0.0,90.17,57.505,254.35,8.065049981246242,1
36.7157,36.2039,2021-06-18,20.27,47,2.2,0.0,90.83,72.805,313.35,4.4907553905526605,1
37.3322,39.7078,2021-06-22,13.53,42,2.05,0.0,91.38,66.69500000000001,299.65,4.361208295873976,1
37.235,36.0891,2023-09-09,20.54,38,2.23,0.0,91.82,80.41,350.7,4.5705500096937035,1
48.431,37.5254,2023-08-07,9.24,81,3.11,0.0,87.09,29.060000000000002,122.2,5.119496263305599,1
36.5275,4.2156,2021-08-10,6.7,83,4.75,0.66,86.87,13.750000000000002,68.5,6.310959187089639,1
51.97,43.0693,2020-07-24,1.6,74,3.53,0.0,87.86,23.200000000000003,112.0,5.502465102923314,1
54.7991,43.1785,2021-08-05,1.68,77,3.11,0.0,87.53,20.92,100.4,5.145361211702138,1
37.1152,42.072,2024-08-17,15.69,36,0.69,0.0,92.04,74.735,334.45,2.5484722011432654,1
45.7506,12.6175,2021-06-05,8.43,56,0.52,0.0,89.84,47.845,218.15,2.159484843917899,1
36.6933,39.4295,2020-06-20,16.12,40,1.15,0.0,91.6,72.18,320.6,3.2743352166678217,1
48.1672,37.7094,2020-07-04,9.48,80,3.0,0.0,87.2,30.22,127.4,5.034494347333537,1
51.3611,6.7044,2021-06-03,4.91,96,6.17,0.0,85.44,10.565000000000001,40.55,7.074285241633956,1
35.6968,43.8914,2021-09-02,19.69,28,3.14,0.0,92.92,87.135,386.45,5.488488650095054,1
50.025,39.5107,2021-09-10,6.56,88,3.1,0.0,86.32,19.44,80.8,5.066068104994685,1
37.8904,28.3126,2021-06-24,19.07,65,1.08,0.0,88.85,56.605000000000004,235.35,3.077854285049895,1
36.8307,35.009,2020-06-10,21.7,34,1.34,0.0,92.26,85.35,372.5,3.5599557088380878,1
47.9101,37.0401,2021-08-05,10.49,79,3.3,0.0,87.31,32.535,136.45,5.28688304832504,1
35.6788,43.8751,2021-07-18,19.56,28,3.28,0.0,92.92,86.94,385.8,5.609509246904858,1
41.6289,22.0402,2024-07-23,9.5,86,2.71,1.42,86.54,4.150000000000006,32.5,4.748760661243919,1
48.2802,14.3334,2024-08-10,3.26,80,3.09,0.0,87.2,20.89,96.3,5.109453721615779,1
48.9397,35.7221,2023-08-19,10.06,89,3.7,0.0,86.21,23.89,94.30000000000001,5.527608199855622,1
42.1869,-7.1886,2020-09-05,6.78,1,1.37,0.0,95.89,89.37,429.9,3.741212248129683,1
51.1175,42.7691,2020-08-04,2.05,75,3.67,0.0,87.75,23.075,110.25,5.603493887745395,1
35.9814,43.7772,2021-07-15,18.16,33,3.33,0.0,92.37,80.84,358.8,5.618647749236466,1
40.3372,-7.539,2022-08-07,8.85,52,1.8,0.0,90.28,51.675000000000004,236.25,4.03744434017362,1
42.0647,20.2136,2021-08-24,0.02,93,4.05,0.0,85.77,5.630000000000001,28.1,5.753626512904709,1
51.7644,36.7002,2020-08-09,6.16,95,4.88,0.0,85.55,13.24,50.8,6.299537566802467,1
41.2183,14.1056,2024-08-10,13.42,54,2.57,0.0,90.06,56.93000000000001,251.1,4.812572106472795,1
47.2576,33.5201,2022-07-06,12.78,70,3.5,0.0,88.3,43.17,183.9,5.506472454202317,1
36.3562,2.2564,2020-08-03,8.89,51,2.16,0.0,90.39,52.535000000000004,240.45,4.4281875570034295,1
41.7565,24.3447,2020-09-08,5.17,91,2.4,0.0,85.99,14.955,61.85,4.440504505871677,1
41.7284,21.2565,2024-07-21,4.41,91,2.57,0.86,85.99,0.9150000000000009,15.049999999999997,4.595081894687937,1
40.7152,30.0486,2024-08-01,18.97,59,1.54,0.0,89.51,61.255,258.85,3.7026329601754724,1
48.4782,29.5423,2023-08-21,8.95,89,2.5,0.0,86.21,22.225,88.75,4.543665951385266,1
41.1083,-7.0067,2022-07-15,13.6,65,0.62,0.0,88.85,48.4,208.0,2.3320186653531647,1
37.3154,35.8313,2023-08-18,20.75,36,1.07,0.0,92.04,82.325,359.75,3.173563876779543,1
53.4429,34.4167,2024-07-20,6.92,98,3.06,0.0,85.22,11.979999999999999,42.6,4.969137204787165,1
40.4421,-4.4882,2021-08-06,11.5,48,2.93,0.0,90.72,58.85,265.5,5.176254213231804,1
35.9548,36.8327,2023-06-18,18.27,40,2.63,0.0,91.6,75.405,331.35,4.951674554015932,1
48.7405,35.1879,2020-08-05,10.73,89,3.59,0.0,86.21,24.895,97.65,5.444821098887353,1
47.3967,42.5089,2020-07-08,9.79,61,4.04,0.0,89.29,45.885000000000005,204.95,5.982355961399229,1
55.7058,38.1232,2022-08-24,3.79,93,4.0,0.0,85.77,11.285,46.95,5.718,1
47.6219,6.1404,2023-06-01,3.32,82,0.09,0.0,86.98,19.38,88.6,0.8698,1
64.8555,31.7415,2021-07-16,-3.7,90,6.01,0.0,86.1,2.4499999999999993,21.5,7.035891485803344,1
51.3107,5.732,2021-06-01,5.34,94,8.45,0.0,85.66,12.81,50.7,8.300135261280719,1
63.8731,-22.3996,2024-06-07,0.63,75,11.83,0.0,87.75,20.945,103.15,10.060469360323104,1
44.4544,-0.7362,2022-08-10,10.48,67,0.95,0.0,88.63,42.120000000000005,184.4,2.8795279426013947,1
35.6275,44.0131,2022-07-03,20.32,27,2.91,0.0,93.03,88.88000000000001,393.6,5.289909726072837,1
53.1733,6.788,2023-09-10,6.2,96,6.69,0.0,85.44,12.5,47.0,7.3663617722726595,1
37.0219,39.6466,2020-06-21,15.12,40,0.84,0.0,91.6,70.68,315.6,2.798426224386366,1
51.371,29.4637,2022-08-01,4.96,74,2.78,0.0,87.86,28.240000000000002,128.8,4.883063165222784,1
37.9617,34.1446,2023-07-05,13.29,43,1.54,0.0,91.27,65.535,294.45,3.7754363788986183,1
48.7084,39.0869,2024-09-01,9.54,78,2.53,0.0,87.42,31.91,135.7,4.635000742179013,1
48.3805,37.4638,2024-08-15,9.18,82,3.25,0.0,86.98,28.17,117.9,5.226847498997629,1
35.6838,43.8724,2024-09-09,19.54,28,3.32,0.0,92.92,86.91,385.7,5.643609921160588,1
36.7296,22.4055,2021-08-09,15.28,70,6.65,0.0,88.3,46.92,196.39999999999998,7.5901484760766635,1
39.1517,34.6885,2024-07-24,13.64,39,1.93,0.0,91.71,69.26,312.2,4.246920127574805,1
47.4847,34.5981,2022-08-24,12.8,77,3.4,0.0,87.53,37.60000000000001,156.0,5.379911508978977,1
35.7275,44.0448,2020-07-15,19.84,27,2.73,0.0,93.03,88.16,391.2,5.12369288014026,1
48.9143,37.2789,2022-07-09,10.24,81,3.26,0.0,87.09,30.560000000000002,127.2,5.241502965753239,1
38.812,23.2974,2021-08-04,14.16,69,7.45,0.0,88.41,46.040000000000006,194.8,8.043744591295773,1
48.0015,41.0084,2024-07-10,9.26,76,3.17,0.0,87.64,33.09,142.3,5.201286126419974,1
47.5262,35.703,2022-07-15,11.63,85,3.67,0.0,86.65,29.445,118.15,5.533250659522946,1
37.4849,14.5869,2021-08-24,11.17,62,3.13,0.0,89.18,47.155,207.85,5.259184200784166,1
45.1469,9.9518,2022-07-04,9.95,60,1.06,0.0,89.4,46.925,209.75,3.0680977820141258,1
45.8186,40.1475,2022-08-23,11.91,73,3.0,0.0,87.97,39.465,167.55,5.078950318061137,1
35.8506,1.5421,2020-09-02,9.93,46,4.22,0.0,90.94,58.095,265.65,6.227158509482654,1
51.4223,13.2956,2022-06-24,2.83,74,3.58,0.0,87.86,25.045,118.15,5.541297377971255,1
52.6905,32.6025,2020-08-07,7.27,98,2.99,0.0,85.22,12.504999999999999,44.349999999999994,4.911971850715577,1
38.287,33.7126,2020-06-19,14.93,46,1.0,0.0,90.94,65.595,290.65,3.0313333333333334,1
48.7009,39.1043,2024-09-01,9.57,78,2.54,0.0,87.42,31.955000000000002,135.85,4.644151789078389,1
37.028,28.9054,2021-08-20,11.11,66,2.52,0.0,88.74,43.865,191.55,4.695679426877435,1
36.6409,37.8993,2024-08-03,16.84,43,1.79,0.0,91.27,70.86,312.2,4.070364587956328,1
48.8207,38.9547,2023-06-19,8.93,80,2.81,0.0,87.2,29.395,124.65,4.872461207872488,1
47.3791,39.2539,2024-07-09,10.82,72,2.94,0.0,88.08,38.63,166.1,5.034191319367988,1
46.8405,34.1471,2022-07-20,13.05,76,3.43,0.0,87.64,38.775000000000006,161.25,5.410385047706351,1
51.4819,6.717,2022-07-20,4.57,99,1.34,0.0,85.11,7.655,26.85,3.2840649293215876,1
46.9762,32.3858,2023-08-16,14.23,75,3.35,0.0,87.75,41.345,171.15,5.353629026184015,1
44.1788,22.5672,2023-09-07,4.79,89,5.22,0.0,86.21,15.985000000000001,67.95,6.565557994565274,1
36.8957,-3.5751,2022-09-09,11.98,37,2.04,0.0,91.93,68.37,311.9,4.376743436239628,1
48.9977,24.23,2020-08-15,2.49,80,3.56,0.0,87.2,19.735,92.45,5.484287698102239,1
41.2673,22.5143,2021-08-01,13.6,86,2.09,0.17,86.54,29.05,115.5,4.1703142226402505,1
48.8732,44.5657,2020-09-05,5.36,93,4.0,0.0,85.77,13.64,54.8,5.718,1
46.7857,41.064,2021-08-18,10.4,73,4.01,0.0,87.97,37.2,160.0,5.871992923947447,1
36.574,36.4927,2024-06-09,19.85,45,0.8,0.0,91.05,73.775,319.25,2.7145865246847443,1
38.579,25.571,2020-06-06,17.9,71,11.83,0.0,88.19,50.05,205.5,10.11091501865407,1
37.7582,38.596,2024-07-16,12.94,46,1.24,0.0,90.94,62.61,280.7,3.375549941038415,1
51.5677,-3.7649,2021-09-05,12.2,96,2.24,0.0,85.44,21.499999999999996,77.0,4.2624960950128745,1
36.8685,28.0922,2022-06-21,18.69,79,5.82,0.0,87.31,44.83500000000001,177.45,7.021084919488346,1
42.8808,13.8239,2022-08-16,5.41,92,3.22,0.15,85.88,12.265,51.55,5.1368716775009196,1
41.4485,21.9388,2020-07-19,11.56,89,2.35,1.71,86.21,0.490000000000002,16.30000000000001,4.405247582271751,1
40.0161,18.3006,2021-06-15,15.94,71,2.24,0.0,88.19,47.11,195.7,4.399690199194586,1
47.4784,37.9549,2023-08-20,10.29,77,2.74,0.0,87.53,33.835,143.45,4.829597690399389,1
35.6086,44.1115,2023-06-22,19.76,29,3.19,0.0,92.81,86.44,382.8,5.525465345812765,1
42.8653,18.7762,2021-08-08,-0.91,79,2.27,0.0,87.31,15.435,79.45,4.384859296741713,1
38.2201,23.9319,2021-07-10,14.27,81,9.33,0.0,87.09,36.605000000000004,147.35,8.867227637204314,1
36.676,3.7787,2023-07-24,10.58,62,6.38,0.41,89.18,40.120000000000005,184.4,7.508558221715331,1
37.4718,-8.7387,2023-08-07,16.27,41,3.64,0.0,91.49,71.605,317.35,5.818393169175757,1
40.2994,17.9231,2023-07-17,14.97,82,3.09,0.0,86.98,36.855000000000004,146.85000000000002,5.096562898006198,1
39.7982,32.3998,2021-06-19,15.9,53,2.24,0.0,90.17,61.45,267.5,4.498469954205418,1
47.8766,38.9947,2024-07-10,9.54,80,2.69,0.0,87.2,30.31,127.69999999999999,4.767287791699688,1
41.9248,14.6625,2021-07-05,5.98,89,7.13,0.0,86.21,17.770000000000003,73.9,7.67328193097466,1
46.4805,41.8856,2023-08-23,10.76,67,4.33,0.0,88.63,42.540000000000006,185.8,6.147569436325582,1
37.6462,21.8437,2021-08-10,13.9,92,3.68,0.0,85.88,27.25,101.5,5.491546816294618,1
40.6342,-8.328,2022-07-07,14.95,72,1.81,0.0,88.08,44.825,186.75,3.9499840202208416,1
41.8907,-6.2899,2022-06-17,8.2,70,1.21,0.0,88.3,36.3,161.0,3.237666666666667,1
47.9828,38.9347,2024-07-09,9.27,81,2.41,0.0,87.09,29.105,122.35,4.506667914324285,1
40.4394,-7.446,2022-08-10,10.33,57,2.35,0.0,89.73,49.894999999999996,223.65,4.585116176281687,1
35.494,43.0251,2020-07-16,18.25,36,3.31,0.0,92.04,78.575,347.25,5.581736776308965,1
42.9421,17.9896,2021-08-06,5.7,65,2.57,0.0,88.85,36.55,168.5,4.74791285432054,1
51.9231,39.915,2020-08-09,3.65,89,3.7,0.0,86.21,14.275,62.25,5.527608199855622,1
48.3796,13.1909,2021-09-09,2.78,100,1.55,0.0,85.0,4.17,13.899999999999999,3.5274715527634743,1
39.8695,30.1606,2021-07-10,15.25,40,2.46,0.0,91.6,70.875,316.25,4.788966207161347,1
37.0239,42.9161,2020-08-01,14.82,38,2.13,0.0,91.82,71.83,322.1,4.466895940881841,1
38.4472,40.28,2023-08-18,8.84,49,0.72,0.0,90.61,54.06,248.2,2.5628378177325226,1
41.3769,19.5621,2023-07-18,13.14,82,2.06,0.0,86.98,34.11,137.7,4.161326180705164,1
42.7156,24.1706,2020-07-16,6.4,93,0.93,0.0,85.77,15.200000000000003,60.0,2.757119752567886,1
37.6324,21.8096,2021-08-10,13.88,91,3.98,0.19,85.99,25.169999999999998,95.9,5.718317040489758,1
48.2312,36.2492,2021-08-08,11.34,82,3.48,0.0,86.98,31.409999999999997,128.7,5.408636200251101,1
48.2097,37.3386,2024-08-02,9.6,82,3.46,0.0,86.98,28.799999999999997,120.0,5.393071747261583,1
35.4343,36.5713,2020-06-07,17.99,37,3.03,0.0,91.93,77.385,341.95,5.3340529146856674,1
37.873,39.3001,2023-07-01,12.03,48,3.35,0.0,90.72,59.644999999999996,268.15,5.534828777839474,1
47.1178,42.6979,2022-08-15,9.04,66,3.69,0.0,88.74,40.760000000000005,181.2,5.68213244829791,1
38.6773,32.7322,2024-08-08,13.59,54,3.08,0.0,90.06,57.185,251.95,5.268488618190231,1
48.2466,37.0881,2024-07-22,10.44,79,3.36,0.0,87.31,32.46,136.2,5.334729119021259,1
51.9154,0.0079,2022-09-09,12.31,91,7.2,0.0,85.99,25.665,97.55000000000001,7.691179415408276,1
40.893,16.1205,2022-08-18,9.37,78,3.37,0.0,87.42,31.655,134.85,5.349392911349848,1
37.1066,39.2084,2020-07-05,15.33,43,0.72,0.0,91.27,68.595,304.65,2.5815054367558474,1
40.4975,-4.734,2021-08-15,6.93,50,2.71,0.0,90.5,50.394999999999996,234.65,4.966060086001556,1
39.528,29.6869,2022-06-20,13.52,48,3.72,0.0,90.72,61.88,275.6,5.832479980248539,1
52.5458,39.5661,2024-09-01,3.67,90,3.43,0.0,86.1,13.504999999999999,58.35,5.3153143839287615,1
37.154,43.9877,2023-07-19,9.18,46,0.94,0.0,90.94,56.97,261.9,2.9389867082229397,1
38.6378,-1.6295,2021-07-24,10.46,38,8.63,0.0,91.82,65.29,300.3,8.991278120242725,1
39.0911,42.0709,2023-08-20,6.01,71,1.0,0.0,88.19,32.215,146.05,2.9396666666666667,1
37.2351,39.8318,2020-06-24,14.25,41,2.44,0.0,91.49,68.575,307.25,4.763731618991332,1
52.4521,43.2359,2020-09-03,0.76,75,3.61,0.0,87.75,21.14,103.8,5.557499999999999,1
47.3892,33.1796,2022-07-02,12.86,66,3.53,0.0,88.74,46.49,200.3,5.557577432658945,1
47.5145,40.8976,2024-09-06,10.28,73,3.61,0.0,87.97,37.019999999999996,159.4,5.571433333333333,1
44.071,8.1559,2022-08-08,14.37,20,2.57,0.0,93.8,85.555,391.85,5.012427976761583,1
36.7639,31.9752,2021-08-01,15.51,77,1.81,0.0,87.53,41.665000000000006,169.55,3.9253190428012066,1
47.985,40.3002,2024-08-20,8.86,80,3.1,0.0,87.2,29.29,124.3,5.117714767788885,1
43.193,17.8479,2022-07-05,8.59,57,0.51,0.0,89.73,47.285,214.95,2.1360012429771666,1
47.8088,36.9605,2024-08-01,10.68,79,3.3,0.0,87.31,32.82,137.4,5.28688304832504,1
39.957,42.0191,2024-08-22,5.62,52,0.75,0.0,90.28,46.830000000000005,220.1,2.6061591151219705,1
38.0365,15.7682,2021-08-01,10.72,53,3.09,0.0,90.17,53.68000000000001,241.6,5.283479840345124,1
42.5884,-7.3144,2022-07-15,8.51,81,1.27,0.0,87.09,27.965000000000003,118.55,3.271514852480422,1
37.7387,28.5331,2021-08-04,12.22,57,2.03,0.0,89.73,52.730000000000004,233.1,4.261519028468604,1
36.8641,28.0957,2022-06-22,18.67,79,5.82,0.0,87.31,44.80500000000001,177.35000000000002,7.021084919488346,1
51.0316,2.286,2022-08-07,11.08,90,8.03,0.0,86.1,24.62,95.4,8.132792078984927,1
50.3252,36.3678,2024-08-24,7.94,96,4.27,0.0,85.44,15.11,55.7,5.885101025471015,1
46.8076,38.9311,2024-08-01,12.16,69,3.2,0.0,88.41,43.040000000000006,184.8,5.271753863753504,1
35.9801,43.7616,2021-06-07,17.71,33,3.32,0.0,92.37,80.165,356.55,5.61020499803706,1
37.1064,40.1353,2021-06-22,15.41,39,0.52,0.0,91.71,71.915,321.05,2.204434049818683,1
46.1795,13.1963,2022-08-16,9.3,55,0.11,0.0,89.95,49.95,226.5,0.9944346663082274,1
39.8137,-0.6282,2022-08-18,8.85,43,2.49,0.0,91.27,58.875,272.25,4.800721024665635,1
42.8227,18.3876,2021-08-10,4.16,70,3.3,0.0,88.3,30.240000000000002,140.8,5.34683052533617,1
36.0201,2.4398,2020-08-06,6.42,71,4.68,0.0,88.19,32.83,148.1,6.359471339663384,1
45.2885,37.8368,2020-07-07,14.25,71,2.76,0.0,88.19,44.575,187.25,4.883741056471633,1
47.294,32.5527,2022-07-23,13.56,75,3.47,0.0,87.75,40.34,167.8,5.4486712829826685,1
46.8938,44.5942,2022-07-07,7.24,59,3.42,0.0,89.51,43.660000000000004,200.2,5.517766974057531,1
47.9977,35.8751,2020-08-05,11.61,83,3.46,0.0,86.87,31.015,126.05,5.386251353007746,1
36.2731,36.4576,2020-08-23,18.87,55,1.54,0.0,89.95,64.305,274.35,3.720833814856259,1
54.1678,37.717,2023-07-24,5.54,94,4.81,1.09,85.66,0.0,0.0,6.262234890019518,1
46.4419,34.1274,2020-07-22,13.07,78,3.26,0.0,87.42,37.205,153.35,5.261363982847034,1
42.9434,-8.6785,2021-08-17,12.03,71,0.9,0.0,88.19,41.245000000000005,176.15,2.7888126685024934,1
46.7698,34.4174,2020-08-05,12.77,80,3.45,0.0,87.2,35.155,143.85,5.398893713839284,1
54.777,43.196,2021-08-05,1.42,77,3.02,0.0,87.53,20.53,99.1,5.070364080506339,1
43.524,-5.7336,2022-08-19,15.09,66,1.79,0.0,88.74,49.835,211.45,3.9575342778048044,1
41.9293,21.724,2024-08-06,4.9,87,4.12,1.13,86.43,0.8000000000000007,20.000000000000007,5.847791319806137,1
35.6339,8.1397,2022-07-06,5.23,92,7.47,1.27,85.88,0.0,0.0,7.824040357769125,1
36.9015,9.1792,2021-09-05,7.33,82,5.89,0.7,86.98,14.895000000000003,73.65,7.0364854829034575,1
46.736,40.8449,2022-08-07,10.59,73,4.1,0.0,87.97,37.485,160.95,5.937522462179733,1
